instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
549,03-07-2019,3,1,7,0,2,1,1,32.014153,35.1325,49.2083,8.457879,1052,5608,6660
550,04-07-2019,3,1,7,1,3,0,1,32.355847,36.61685,53.875,9.04165,2562,4841,7403
551,05-07-2019,3,1,7,0,4,1,1,33.9275,38.06835,45.7917,12.999943,1405,4836,6241
552,06-07-2019,3,1,7,0,5,1,1,33.961653,37.62665,45.0833,9.791514,1366,4841,6207
553,07-07-2019,3,1,7,0,6,0,1,35.328347,40.24565,49.2083,10.958118,1448,3392,4840
554,08-07-2019,3,1,7,0,0,0,1,33.7225,39.5198,57.375,8.417143,1203,3469,4672
555,09-07-2019,3,1,7,0,1,1,2,29.144153,32.7027,68.3333,12.125325,998,5571,6569
556,10-07-2019,3,1,7,0,2,1,2,29.554153,33.2398,66.75,10.166379,954,5336,6290
557,11-07-2019,3,1,7,0,3,1,1,29.383347,32.51355,63.3333,10.166111,975,6289,7264
558,12-07-2019,3,1,7,0,4,1,1,29.349153,32.73415,52.9583,9.833925,1032,6414,7446
559,13-07-2019,3,1,7,0,5,1,2,29.998347,33.39665,48.5833,5.41695,1511,5988,7499
560,14-07-2019,3,1,7,0,6,0,2,28.836653,33.3021,69.9167,9.626493,2355,4614,6969
561,15-07-2019,3,1,7,0,0,0,1,30.579153,35.2598,71.7917,11.166689,1920,4111,6031
562,16-07-2019,3,1,7,0,1,1,1,31.296653,36.20625,64.5,11.000529,1088,5742,6830
563,17-07-2019,3,1,7,0,2,1,1,33.551653,37.78415,50.5833,7.666743,921,5865,6786
564,18-07-2019,3,1,7,0,3,1,1,32.526653,37.27915,57.7083,9.208614,799,4914,5713
565,19-07-2019,3,1,7,0,4,1,1,31.57,35.7321,60.0417,11.083743,888,5703,6591
566,20-07-2019,3,1,7,0,5,1,2,27.299153,30.65125,84.4167,14.000789,747,5123,5870
567,21-07-2019,3,1,7,0,6,0,3,24.429153,27.4956,86.5417,14.2911,1264,3195,4459
568,22-07-2019,3,1,7,0,0,0,2,27.3675,31.15625,76.25,6.2926936,2544,4866,7410
569,23-07-2019,3,1,7,0,1,1,1,30.408347,34.50085,69.4167,9.291761,1135,5831,6966
570,24-07-2019,3,1,7,0,2,1,1,30.784153,35.3225,65.5,14.167418,1140,6452,7592
571,25-07-2019,3,1,7,0,3,1,1,29.690847,32.7027,45,11.0416,1383,6790,8173
572,26-07-2019,3,1,7,0,4,1,1,31.843347,36.96315,59.6667,19.082471,1036,5825,6861
573,27-07-2019,3,1,7,0,5,1,1,32.048347,36.71085,59.4583,10.250464,1259,5645,6904
574,28-07-2019,3,1,7,0,6,0,1,30.989153,34.8802,61.3333,10.54245,2234,4451,6685
575,29-07-2019,3,1,7,0,0,0,1,29.588347,33.39665,62.375,11.416532,2153,4444,6597
576,30-07-2019,3,1,7,0,1,1,1,29.964153,34.24935,66.875,10.292339,1040,6065,7105
577,31-07-2019,3,1,7,0,2,1,1,29.246653,33.1448,70.4167,11.083475,968,6248,7216
578,01-08-2019,3,1,8,0,3,1,1,29.4175,33.3654,67.75,9.458993,1074,6506,7580
579,02-08-2019,3,1,8,0,4,1,1,30.8525,35.3544,65.9583,8.666718,983,6278,7261
580,03-08-2019,3,1,8,0,5,1,2,31.399153,36.14335,64.25,14.458064,1328,5847,7175
581,04-08-2019,3,1,8,0,6,0,1,32.526653,37.56335,61.3333,17.249686,2345,4479,6824
582,05-08-2019,3,1,8,0,0,0,1,31.535847,36.55395,65.25,19.458207,1707,3757,5464
583,06-08-2019,3,1,8,0,1,1,2,30.8525,35.5123,65.4167,8.666718,1233,5780,7013
584,07-08-2019,3,1,8,0,2,1,2,30.169153,34.88105,70.375,7.832836,1278,5995,7273
585,08-08-2019,3,1,8,0,3,1,2,30.75,35.38585,67.2917,7.4169,1263,6271,7534
586,09-08-2019,3,1,8,0,4,1,1,30.989153,34.9754,62.0417,10.4587,1196,6090,7286
587,10-08-2019,3,1,8,0,5,1,2,29.349153,33.3971,71.5833,16.000471,1065,4721,5786
588,11-08-2019,3,1,8,0,6,0,2,28.3925,31.91335,73.2917,13.834093,2247,4052,6299
589,12-08-2019,3,1,8,0,0,0,1,28.734153,32.22895,53.0417,8.208304,2182,4362,6544
590,13-08-2019,3,1,8,0,1,1,1,29.554153,33.1127,54.5417,9.126204,1207,5676,6883
591,14-08-2019,3,1,8,0,2,1,1,29.793347,33.83895,68.6667,11.333586,1128,5656,6784
592,15-08-2019,3,1,8,0,3,1,1,28.973347,32.70185,61.9583,11.374657,1198,6149,7347
593,16-08-2019,3,1,8,0,4,1,1,29.485847,32.7344,51.9167,9.500332,1338,6267,7605
594,17-08-2019,3,1,8,0,5,1,1,29.656653,12.12,57.0833,15.500718,1483,5665,7148
595,18-08-2019,3,1,8,0,6,0,1,27.811653,30.90355,60.3333,11.917089,2827,5038,7865
596,19-08-2019,3,1,8,0,0,0,2,26.069153,30.1777,71.1667,5.79215,1208,3341,4549
597,20-08-2019,3,1,8,0,1,1,2,26.069153,29.79835,73.4167,8.708593,1026,5504,6530
598,21-08-2019,3,1,8,0,2,1,1,26.615847,30.05125,67.375,4.8756436,1081,5925,7006
599,22-08-2019,3,1,8,0,3,1,1,27.3675,31.0927,67.7083,4.7089811,1094,6281,7375
600,23-08-2019,3,1,8,0,4,1,1,28.529153,31.8504,63.5833,5.6679186,1363,6402,7765
601,24-08-2019,3,1,8,0,5,1,2,28.8025,32.355,61.5,4.8337686,1325,6257,7582
602,25-08-2019,3,1,8,0,6,0,2,27.128347,30.9348,71.2917,16.375336,1829,4224,6053
603,26-08-2019,3,1,8,0,0,0,2,26.786653,29.7998,84.5833,15.333486,1483,3772,5255
604,27-08-2019,3,1,8,0,1,1,1,28.836653,32.7344,73.0417,8.625111,989,5928,6917
605,28-08-2019,3,1,8,0,2,1,1,29.861653,33.3025,62,12.791975,935,6105,7040
606,29-08-2019,3,1,8,0,3,1,1,28.085,31.78665,55.2083,7.541654,1177,6520,7697
607,30-08-2019,3,1,8,0,4,1,1,28.973347,32.63895,59.0417,5.1668189,1172,6541,7713
608,31-08-2019,3,1,8,0,5,1,1,31.330847,34.47,58.75,11.291711,1433,5917,7350
609,01-09-2019,3,1,9,0,6,0,2,30.886653,35.1327,63.8333,7.583529,2352,3788,6140
610,02-09-2019,3,1,9,0,0,0,2,28.563347,32.45,81.5,4.2927436,2613,3197,5810
611,03-09-2019,3,1,9,1,1,0,1,29.0075,33.08145,79.0833,10.125107,1965,4069,6034
612,04-09-2019,3,1,9,0,2,1,1,29.759153,34.3444,75.5,15.833507,867,5997,6864
613,05-09-2019,3,1,9,0,3,1,1,30.203347,35.44915,74.125,12.583136,832,6280,7112
614,06-09-2019,3,1,9,0,4,1,2,28.563347,32.76645,81.0417,9.542207,611,5592,6203
615,07-09-2019,3,1,9,0,5,1,1,28.836653,32.8602,73.625,11.500282,1045,6459,7504
616,08-09-2019,3,1,9,0,6,0,2,27.025847,30.55605,79.9167,18.833968,1557,4419,5976
617,09-09-2019,3,1,9,0,0,0,1,25.01,28.94625,54.75,15.041232,2570,5657,8227
618,10-09-2019,3,1,9,0,1,1,1,23.916653,28.2827,50.375,17.333771,1118,6407,7525
619,11-09-2019,3,1,9,0,2,1,1,23.6775,27.7146,52,6.1676314,1070,6697,7767
620,12-09-2019,3,1,9,0,3,1,1,24.565847,28.50375,57.7083,8.833682,1050,6820,7870
621,13-09-2019,3,1,9,0,4,1,1,25.1125,28.9779,63.7083,5.5422936,1054,6750,7804
622,14-09-2019,3,1,9,0,5,1,1,25.966653,29.70415,67.25,6.958821,1379,6630,8009
623,15-09-2019,3,1,9,0,6,0,1,24.941653,29.29335,50.1667,16.583907,3160,5554,8714
624,16-09-2019,3,1,9,0,0,0,1,23.78,28.15625,57,6.0422811,2166,5167,7333
625,17-09-2019,3,1,9,0,1,1,2,23.814153,27.6525,73.4583,10.166714,1022,5847,6869
626,18-09-2019,3,1,9,0,2,1,2,25.556653,28.25335,87.25,23.958329,371,3702,4073
627,19-09-2019,3,1,9,0,3,1,1,22.6525,27.0202,53.6667,14.416725,788,6803,7591
628,20-09-2019,3,1,9,0,4,1,1,22.413347,26.6096,61.8333,7.917189,939,6781,7720
629,21-09-2019,3,1,9,0,5,1,1,24.565847,28.59855,66.875,10.333343,1250,6917,8167
630,22-09-2019,3,1,9,0,6,0,1,26.65,30.5244,64.6667,19.000061,2512,5883,8395
631,23-09-2019,4,1,9,0,0,0,1,21.695847,25.94665,46.7083,14.958286,2454,5453,7907
632,24-09-2019,4,1,9,0,1,1,1,21.080847,25.12565,49.2917,9.541068,1001,6435,7436
633,25-09-2019,4,1,9,0,2,1,1,22.55,27.20895,57,15.833507,845,6693,7538
634,26-09-2019,4,1,9,0,3,1,1,26.035,29.83065,63.0833,16.3748,787,6946,7733
635,27-09-2019,4,1,9,0,4,1,2,26.65,30.39875,69.0833,9.000914,751,6642,7393
636,28-09-2019,4,1,9,0,5,1,2,25.385847,29.29315,69,10.999993,1045,6370,7415
637,29-09-2019,4,1,9,0,6,0,1,22.2425,26.5148,54.2917,15.249468,2589,5966,8555
638,30-09-2019,4,1,9,0,0,0,1,21.593347,25.88315,58.3333,9.042186,2015,4874,6889
639,01-10-2019,4,1,10,0,1,1,2,21.354153,25.6,64.9167,6.0838814,763,6015,6778
640,02-10-2019,4,1,10,0,2,1,3,24.224153,27.11665,87.1667,6.999825,315,4324,4639
641,03-10-2019,4,1,10,0,3,1,2,26.9575,29.95665,79.375,4.4585686,728,6844,7572
642,04-10-2019,4,1,10,0,4,1,2,26.9575,30.39875,72.2917,7.875582,891,6437,7328
643,05-10-2019,4,1,10,0,5,1,1,25.215,29.00935,62.75,7.12545,1516,6640,8156
644,06-10-2019,4,1,10,0,6,0,1,22.720847,26.92605,66.4167,17.957675,3031,4934,7965
645,07-10-2019,4,1,10,0,0,0,2,17.049153,20.99065,70.8333,9.457854,781,2729,3510
646,08-10-2019,4,1,10,1,1,0,2,15.716653,19.3804,70.9583,12.708493,874,4604,5478
647,09-10-2019,4,1,10,0,2,1,2,18.313347,21.9056,76.1667,12.7501,601,5791,6392
648,10-10-2019,4,1,10,0,3,1,1,21.080847,25.1571,63.0833,12.584007,780,6911,7691
649,11-10-2019,4,1,10,0,4,1,1,17.835,21.55835,46.3333,12.166932,834,6736,7570
650,12-10-2019,4,1,10,0,5,1,1,17.9375,21.65355,53.9167,15.751164,1060,6222,7282
651,13-10-2019,4,1,10,0,6,0,1,16.126653,19.5698,49.4583,9.791514,2252,4857,7109
652,14-10-2019,4,1,10,0,0,0,1,21.388347,25.4102,64.0417,18.667004,2080,4559,6639
653,15-10-2019,4,1,10,0,1,1,2,23.028347,26.9575,70.75,19.834479,760,5115,5875
654,16-10-2019,4,1,10,0,2,1,1,19.201653,23.0423,55.8333,12.208807,922,6612,7534
655,17-10-2019,4,1,10,0,3,1,1,18.689153,22.5054,69.2917,6.791857,979,6482,7461
656,18-10-2019,4,1,10,0,4,1,2,21.4225,25.63125,72.8333,15.874779,1008,6501,7509
657,19-10-2019,4,1,10,0,5,1,2,23.096653,26.8948,81.5,9.041918,753,4671,5424
658,20-10-2019,4,1,10,0,6,0,1,19.850847,23.6421,57.2917,7.874979,2806,5284,8090
659,21-10-2019,4,1,10,0,0,0,1,19.030847,22.82145,51,11.125618,2132,4692,6824
660,22-10-2019,4,1,10,0,1,1,1,19.9875,24.1471,56.8333,5.4593811,830,6228,7058
661,23-10-2019,4,1,10,0,2,1,1,22.310847,26.5152,64.1667,6.3345686,841,6625,7466
662,24-10-2019,4,1,10,0,3,1,1,24.0875,27.93605,63.625,4.8762064,795,6898,7693
663,25-10-2019,4,1,10,0,4,1,2,22.55,26.4844,80.0417,8.333125,875,6484,7359
664,26-10-2019,4,1,10,0,5,1,2,22.379153,26.1375,80.7083,8.875289,1182,6262,7444
665,27-10-2019,4,1,10,0,6,0,2,21.73,25.75665,72,15.791364,2643,5209,7852
666,28-10-2019,4,1,10,0,0,0,2,19.5775,23.38855,69.4583,26.666536,998,3461,4459
667,29-10-2019,4,1,10,0,1,1,3,18.04,21.97,88,23.9994,2,20,22
668,30-10-2019,4,1,10,0,2,1,2,13.045462,15.49545,82.5455,14.271603,87,1009,1096
669,31-10-2019,4,1,10,0,3,1,2,14.6575,18.055,66.6667,11.166689,419,5147,5566
670,01-11-2019,4,1,11,0,4,1,2,14.999153,18.4971,58.1667,10.542182,466,5520,5986
671,02-11-2019,4,1,11,0,5,1,1,14.555,17.8021,52.2083,17.833725,618,5229,5847
672,03-11-2019,4,1,11,0,6,0,2,14.076653,16.1923,49.125,18.125443,1029,4109,5138
673,04-11-2019,4,1,11,0,0,0,1,13.359153,16.4769,53.2917,12.000236,1201,3906,5107
674,05-11-2019,4,1,11,0,1,1,1,13.085847,15.40375,49.4167,15.833775,378,4881,5259
675,06-11-2019,4,1,11,0,2,1,1,11.514153,14.07835,56.7083,11.625371,466,5220,5686
676,07-11-2019,4,1,11,0,3,1,2,12.129153,13.73105,54.75,20.375236,326,4709,5035
677,08-11-2019,4,1,11,0,4,1,1,14.439134,17.09455,33.3478,23.304945,340,4975,5315
678,09-11-2019,4,1,11,0,5,1,1,14.828347,17.77065,54.0833,14.375386,709,5283,5992
679,10-11-2019,4,1,11,0,6,0,1,15.955847,19.69685,64.5417,3.8756686,2090,4446,6536
680,11-11-2019,4,1,11,0,0,0,1,17.254153,21.08565,65.9167,8.5425,2290,4562,6852
681,12-11-2019,4,1,11,1,1,0,1,19.885,23.76915,74.1667,11.625639,1097,5172,6269
682,13-11-2019,4,1,11,0,2,1,2,14.076653,16.16125,66.2917,22.917082,327,3767,4094
683,14-11-2019,4,1,11,0,3,1,1,11.855847,14.07815,55.2083,13.374875,373,5122,5495
684,15-11-2019,4,1,11,0,4,1,2,13.188347,16.2246,62.0417,10.250129,320,5125,5445
685,16-11-2019,4,1,11,0,5,1,1,14.145,17.3602,52.4583,11.458675,484,5214,5698
686,17-11-2019,4,1,11,0,6,0,1,13.325,16.31915,54.5417,12.041843,1313,4316,5629
687,18-11-2019,4,1,11,0,0,0,1,14.0425,16.8873,69.2917,15.250004,922,3747,4669
688,19-11-2019,4,1,11,0,1,1,2,15.614153,18.78105,62.3333,15.749489,449,5050,5499
689,20-11-2019,4,1,11,0,2,1,2,15.340847,19.03335,68.5,5.542575,534,5100,5634
690,21-11-2019,4,1,11,0,3,1,1,14.486653,18.2446,61.375,6.917482,615,4531,5146
691,22-11-2019,4,1,11,1,4,0,1,13.94,17.51855,58.0417,3.5423436,955,1470,2425
692,23-11-2019,4,1,11,0,5,1,1,15.101653,18.93895,56.875,9.917407,1603,2307,3910
693,24-11-2019,4,1,11,0,6,0,1,11.411653,12.4371,40.4583,25.250357,532,1745,2277
694,25-11-2019,4,1,11,0,0,0,1,10.079153,12.87915,46.8333,10.0835,309,2115,2424
695,26-11-2019,4,1,11,0,1,1,1,12.846653,16.9502,53.5417,3.12555,337,4750,5087
696,27-11-2019,4,1,11,0,2,1,2,11.958347,14.0779,78.6667,15.916654,123,3836,3959
697,28-11-2019,4,1,11,0,3,1,1,12.163347,14.4881,50.625,14.125007,198,5062,5260
698,29-11-2019,4,1,11,0,4,1,1,11.51567,14.9211,55.5652,7.739974,243,5080,5323
699,30-11-2019,4,1,11,0,5,1,1,12.231653,16.19335,64.9583,3.9175436,362,5306,5668
700,01-12-2019,4,1,12,0,6,0,2,12.231653,15.8452,80.6667,4.0001814,951,4240,5191
701,02-12-2019,4,1,12,0,0,0,2,14.2475,17.9604,82.3333,8.333393,892,3757,4649
702,03-12-2019,4,1,12,0,1,1,1,18.5525,22.7898,76.75,5.5422936,555,5679,6234
703,04-12-2019,4,1,12,0,2,1,1,19.509153,23.4527,73.375,11.666643,551,6055,6606
704,05-12-2019,4,1,12,0,3,1,1,17.971653,21.4006,48.5,21.709407,331,5398,5729
705,06-12-2019,4,1,12,0,4,1,1,10.489153,12.9102,50.875,11.708518,340,5035,5375
706,07-12-2019,4,1,12,0,5,1,2,13.154153,16.0979,76.4167,8.7502,349,4659,5008
707,08-12-2019,4,1,12,0,6,0,2,15.648347,19.4754,91.125,6.792393,1153,4429,5582
708,09-12-2019,4,1,12,0,0,0,2,15.750847,19.5073,90.5417,10.584325,441,2787,3228
709,10-12-2019,4,1,12,0,1,1,2,17.869153,21.77875,92.5,12.750636,329,4841,5170
710,11-12-2019,4,1,12,0,2,1,2,14.486653,16.91815,59.6667,19.834479,282,5219,5501
711,12-12-2019,4,1,12,0,3,1,2,12.1975,14.8669,53.8333,10.916779,310,5009,5319
712,13-12-2019,4,1,12,0,4,1,1,12.129153,14.7094,48.5833,11.666643,425,5107,5532
713,14-12-2019,4,1,12,0,5,1,1,11.548347,14.7096,64.2917,8.792343,429,5182,5611
714,15-12-2019,4,1,12,0,6,0,1,13.290847,16.91915,65.0417,7.12545,767,4280,5047
715,16-12-2019,4,1,12,0,0,0,2,14.8625,18.4969,83.875,6.749714,538,3248,3786
716,17-12-2019,4,1,12,0,1,1,2,16.126653,20.075,90.7083,6.5833061,212,4373,4585
717,18-12-2019,4,1,12,0,2,1,1,16.844153,20.4854,66.625,14.834068,433,5124,5557
718,19-12-2019,4,1,12,0,3,1,1,13.6325,17.1081,62.5417,12.334164,333,4934,5267
719,20-12-2019,4,1,12,0,4,1,2,13.53,16.76085,66.7917,8.875021,314,3814,4128
720,21-12-2019,1,1,12,0,5,1,2,13.393347,15.08835,55.6667,25.083661,221,3402,3623
721,22-12-2019,1,1,12,0,6,0,1,10.899153,11.80565,44.125,27.292182,205,1544,1749
722,23-12-2019,1,1,12,0,0,0,1,10.079153,12.97355,51.5417,8.916561,408,1379,1787
723,24-12-2019,1,1,12,0,1,1,2,9.483464,12.945,79.1304,5.1744368,174,746,920
724,25-12-2019,1,1,12,1,2,0,2,11.943464,14.72325,73.4783,11.304642,440,573,1013
725,26-12-2019,1,1,12,0,3,1,3,9.976653,11.01665,82.3333,21.208582,9,432,441
726,27-12-2019,1,1,12,0,4,1,2,10.420847,11.3321,65.2917,23.458911,247,1867,2114
727,28-12-2019,1,1,12,0,5,1,2,10.386653,12.7523,59,10.416557,644,2451,3095
728,29-12-2019,1,1,12,0,6,0,2,10.386653,12.12,75.2917,8.333661,159,1182,1341
729,30-12-2019,1,1,12,0,0,0,1,10.489153,11.585,48.3333,23.500518,364,1432,1796
730,31-12-2019,1,1,12,0,1,1,2,8.849153,11.17435,57.75,10.374682,439,2290,2729
